Title,Caption,Sentiment,Emotion,Desire,Inference Sequence
"Young businessman looking frightened, posing in studio, , portrait","Young businessman looking frightened, posing in studio, , portrait",negative,fear,none,S-D-E
Father helping son with homework,Father helping son with homework,neutral,neutral,family,S-D-E
Isolation period at home.,Mature men and his pet dog at home during pandemic isolation.,neutral,neutral,none,S-E-D
Dangerous Business,Dangerous Business,negative,anger,vengeance,S-D-E
Sleeping couple.,Closeup side view of mid 20's couple comfortably sleeping in bedroom. They are embraced and facing camera.,neutral,neutral,none,D-S-E
Adult woman and senior mother talking on front porch,Adult woman and senior mother talking on front porch,positive,happiness,family,D-S-E
Man Fly Fishing On Deschutes River Rafting Trip,"Man fly fishing on the Deschutes river in Warm Springs, Oregon, fishing for trout.",neutral,neutral,none,S-E-D
There's nothing like a good old tea party!,Cropped shot of a group of seniors having tea in their retirement home,positive,happiness,social-contact,D-E-S
Lesbian same sex wedding party.,Two just married lesbians have their first dance at the wedding party,positive,happiness,romance,D-S-E
Teacher learning little girl,Young teacher learning little girl to write.,neutral,neutral,family,D-S-E
"France, relation of couple.",sad couple.,negative,sad,romance,D-S-E
Happy young woman hugging girl on the beach,Happy young woman hugging girl on the beach,positive,happiness,social-contact,S-E-D
Serious young woman sitting at house entrance,Serious young woman sitting at house entrance,negative,sad,none,S-E-D
Mature interracial couple having an argument,Full length portrait of mature interracial couple having an argument over white background,negative,anger,none,S-E-D
Boy laying in hammock reading book,Boy laying in hammock reading book,positive,happiness,curiosity,S-E-D
Mother and daughter playing on bedroom floor,Mother and daughter playing on bedroom floor,positive,happiness,family,D-S-E
What a cool kid,Portrait of a confident young boy outdoors,positive,happiness,none,S-E-D
Man on one knee proposing to woman,Man on one knee proposing to woman,positive,happiness,romance,D-S-E
Teenage girl making a disgust face to look a glass of milk,Teenage girl making a disgust face to look a glass of milk,negative,disgust,none,S-E-D
Newlywed lesbian couple drinking,Newlywed young lesbian couple drinking together and celebrate their marriage with family and friends,positive,happiness,romance,D-S-E
Happy African American man proposing to his girlfriend at home.,Happy black man proposing to his girlfriend in the living room. Focus is on man.,positive,happiness,romance,D-S-E
Portrait of a smiling Asian woman,Portrait of a smiling Asian woman on a blue wall,positive,happiness,none,S-E-D
"Woman floating in sea, smiling, profile",Woman floating in sea at Guam,neutral,neutral,none,S-E-D
Woman sitting on the couch at home with closed eyes,Woman sitting on the couch at home with closed eyes,neutral,neutral,none,S-E-D
Enjoying their night out,Group of friends dancing and enjoying a night out in the club.,positive,happiness,social-contact,E-D-S
Frightened young couple hiding while watching horror movie together at cinema theater,Frightened couple watching horror movie,negative,fear,curiosity,S-E-D
Caucasian man and dog walking on wooden bridge,Caucasian man and dog walking on wooden bridge,neutral,neutral,none,S-E-D
Children reading in the book under the blanket,"Two children are reading a book in bed under a sheet.They are hiding under a homemade playing tent, made of bedding. Little girl is reading a story book with a flashlight in her hand.",positive,happiness,curiosity,D-S-E
Portrait of smiling woman with confetti in her hair,Portrait of smiling woman with confetti in her hair,positive,happiness,none,S-E-D
To whom are you talking to?,Jealous woman standing in the park and looking at her boyfriend talking to someone over cell phone.,negative,sad,romance,D-E-S
Upset man talks with female therapist,Frustrated senior man holds smartphone while discussing an issue with a female therapist.,negative,anger,none,S-E-D
Young woman sleeping peacefully,Young woman sleeping peacefully on her bed at home,neutral,neutral,none,S-E-D
Real displeased senior woman portrait,Close up portrait of hispanic mature woman with bored expression against white background. Vertical shot of real senior woman in studio. Short brown hair and modern glasses. Photography from a DSLR camera. Sharp focus on eyes.,negative,anger,none,S-E-D
Happy kids playing with garden sprinkler,Kids playing with sprinkler,positive,happiness,none,S-E-D
Little boy playing with his mother and dog,Little boy playing with his mother and dog,neutral,neutral,none,S-E-D
Fun fisheye shot of boy's face with tin can phone,Funny humorous fisheye close up of cute boy's face with tin can phone. The child smiling a toothy smile with missing teeth in mouth.,positive,happiness,curiosity,D-S-E
Portrait of a senior woman,Portrait of a sad senior woman,negative,sad,none,S-E-D
Wide eyed terrified young woman peeps through venetian blinds,"Frightened young woman stares, wide eyed, through the slats of a venetian blind. She could be having home security issues or simply be extremely nervous.",negative,fear,curiosity,E-S-D
Female student cooperating with her friend while studying in classroom.,Young black college student and her friend reading a lecture from the paper in the classroom. Focus is on woman aiming at paper.,neutral,neutral,none,S-E-D
Fearful man looking sideways through venetian blind,"This terrified man looking out to the side through a venetian blind could be witnessing a crime, watching the suspicious behavior of neighbors, or simply a paranoid, isolated shut-in.",negative,fear,curiosity,D-S-E
Worried and stressed student,Worried and stressed student,negative,sad,none,S-E-D
Two women hugging,Two young caucasian beautiful women hugging in public park. Autumn time.,positive,happiness,social-contact,D-S-E
Mixed race woman walking dog in park,Mixed race woman walking dog in park,neutral,neutral,none,D-S-E
Colourful studio portrait of a gay male couple,Portrait of gay men having fun together and celebrating their love,positive,happiness,romance,D-E-S
Young cheerful African American couple in the living room.,Cheerful black couple having fun while relaxing on sofa at home.,positive,happiness,romance,D-E-S
Young woman kissing a young man and another young woman looking shocked,Young woman kissing a young man and another young woman looking shocked,negative,sad,romance,D-E-S
Happy businesswoman with arm raised in triumph,Excited businesswoman with arm raised in triumph,positive,happiness,none,S-E-D
Cowboys fighting in saloon,Cowboys fighting in saloon,negative,anger,vengeance,E-D-S
Woman dancing and listening music in the morning in her kitchen,Woman dancing and listening music in the morning in her kitchen,positive,happiness,none,S-E-D
Father holding smiling young son in backyard of home,Father holding smiling young son in backyard of home,positive,happiness,family,D-S-E
Laughing woman hanging out with friends during backyard dinner party,Laughing woman hanging out with friends during backyard dinner party,positive,happiness,social-contact,D-S-E
Family in the city,Close up of a young happy family exploring the Rossio Square,positive,happiness,family,S-E-D
Father and daughter coloring together,Young black family having fun at home,neutral,neutral,family,D-S-E
Hispanic mother reading to daughter,Hispanic mother reading to daughter,positive,happiness,family,E-S-D
Mother and daughter on swing,Mother and daughter on swing,positive,happiness,family,D-S-E
"People in bar, woman being abandoned and sad","Group of people in a bar or restaurant drinking coffee, woman in front being sad since her boyfriend is flirting with another girl dumping her",negative,sad,romance,S-E-D
Smiling woman relaxing on couch with laptop,Smiling woman relaxing on couch with laptop,neutral,neutral,none,S-E-D
Mother and son,Portrait of happy mother and her adult son,positive,happiness,social-contact,D-S-E
Portrait of laughing young man using smartphone on the street in the evening,Portrait of laughing young man using smartphone on the street in the evening,positive,happiness,none,S-E-D
Pensive Mature woman,Pensive mature woman looking at the camera,negative,sad,none,S-E-D
Loving man with engagement ring proposing his girlfriend sitting in car,Loving man with engagement ring proposing his girlfriend sitting in car,positive,happiness,romance,D-S-E
Boy in the mountain forest,The boy with backpack on back watching and exploring curiously a butterfly standing on a dandelion.,positive,happiness,curiosity,D-E-S
Pensive woman in front of the window,Pensive woman in front of the window,neutral,neutral,none,S-E-D
Bound and gagged in the boot,Gangster stuffing a bound and gagged businessman into the boot of his car,negative,anger,vengeance,D-E-S
Clumsy nature photographer with kingfisher on the Camera,"Photographer is frightened by kingfisher, Alcedo atthis, Autumn",negative,fear,none,E-D-S
